scene_id,query,gt_id_a,gt_id_b,pred_id_a,pred_id_b,id_correct,range,label_a,label_b,status,model
scene0050_00,What is the distance between the chair (object 4) and the lamp (object 7)?,4,7,4.0,7.0,True,short,chair,lamp,ok,gpt-4.1
scene0050_00,What is the distance between the chair (object 4) and the desk (object 5)?,4,5,4.0,5.0,True,short,chair,desk,ok,gpt-4.1
scene0050_00,What is the distance between the lamp (object 7) and the door (object 10)?,7,10,7.0,10.0,True,medium,lamp,door,ok,gpt-4.1
scene0050_00,What is the distance between the lamp (object 7) and the door (object 9)?,7,9,7.0,9.0,True,medium,lamp,door,ok,gpt-4.1
scene0050_00,What is the distance between the chair (object 4) and the door (object 9)?,4,9,4.0,9.0,True,medium,chair,door,ok,gpt-4.1
scene0062_00,What is the distance between the door (object 20) and the sink (object 21)?,20,21,20.0,21.0,True,short,door,sink,ok,gpt-4.1
scene0062_00,What is the distance between the counter (object 6) and the door (object 20)?,6,20,6.0,20.0,True,short,counter,door,ok,gpt-4.1
scene0062_00,What is the distance between the counter (object 6) and the sink (object 21)?,6,21,6.0,21.0,True,short,counter,sink,ok,gpt-4.1
scene0062_00,What is the distance between the toilet (object 12) and the sink (object 21)?,12,21,12.0,21.0,True,medium,toilet,sink,ok,gpt-4.1
scene0062_00,What is the distance between the toilet (object 12) and the door (object 20)?,12,20,12.0,20.0,True,medium,toilet,door,ok,gpt-4.1
scene0062_00,What is the distance between the counter (object 6) and the toilet (object 12)?,6,12,6.0,12.0,True,medium,counter,toilet,ok,gpt-4.1
scene0077_00,What is the distance between the cabinet (object 6) and the counter (object 15)?,6,15,6.0,15.0,True,short,cabinet,counter,ok,gpt-4.1
scene0077_00,What is the distance between the counter (object 15) and the table (object 16)?,15,16,15.0,16.0,True,short,counter,table,ok,gpt-4.1
scene0077_00,What is the distance between the cabinet (object 6) and the table (object 16)?,6,16,6.0,16.0,True,short,cabinet,table,ok,gpt-4.1
scene0077_00,What is the distance between the window (object 3) and the counter (object 15)?,3,15,3.0,15.0,True,short,window,counter,ok,gpt-4.1
scene0077_00,What is the distance between the door (object 9) and the table (object 16)?,9,16,9.0,16.0,True,medium,door,table,ok,gpt-4.1
scene0077_00,What is the distance between the window (object 3) and the cabinet (object 6)?,3,6,3.0,6.0,True,medium,window,cabinet,ok,gpt-4.1
scene0077_00,What is the distance between the window (object 3) and the table (object 16)?,3,16,3.0,16.0,True,medium,window,table,ok,gpt-4.1
scene0077_00,What is the distance between the counter (object 15) and the door (object 20)?,15,20,15.0,20.0,True,long,counter,door,ok,gpt-4.1
scene0077_00,What is the distance between the window (object 3) and the door (object 9)?,3,9,3.0,9.0,True,long,window,door,ok,gpt-4.1
scene0086_00,What is the distance between the toilet (object 7) and the sink (object 19)?,7,19,7.0,19.0,True,short,toilet,sink,ok,gpt-4.1
scene0086_00,What is the distance between the door (object 8) and the door (object 9)?,8,9,8.0,9.0,True,short,door,door,ok,gpt-4.1
scene0086_00,What is the distance between the sink (object 19) and the sink (object 20)?,19,20,19.0,20.0,True,short,sink,sink,ok,gpt-4.1
scene0086_00,What is the distance between the toilet (object 7) and the window (object 11)?,7,11,7.0,11.0,True,medium,toilet,window,ok,gpt-4.1
scene0086_00,What is the distance between the toilet (object 6) and the sink (object 19)?,6,19,6.0,19.0,True,medium,toilet,sink,ok,gpt-4.1
scene0086_00,What is the distance between the toilet (object 6) and the window (object 11)?,6,11,6.0,11.0,True,medium,toilet,window,ok,gpt-4.1
scene0086_00,What is the distance between the toilet (object 7) and the door (object 9)?,7,9,7.0,9.0,True,long,toilet,door,ok,gpt-4.1
scene0086_00,What is the distance between the door (object 9) and the window (object 11)?,9,11,9.0,11.0,True,long,door,window,ok,gpt-4.1
scene0100_00,What is the distance between the sink (object 2) and the window (object 23)?,2,23,2.0,23.0,True,short,sink,window,ok,gpt-4.1
scene0100_00,What is the distance between the toilet (object 7) and the window (object 23)?,7,23,7.0,23.0,True,short,toilet,window,ok,gpt-4.1
scene0100_00,What is the distance between the toilet (object 7) and the bathtub (object 9)?,7,9,7.0,9.0,True,short,toilet,bathtub,ok,gpt-4.1
scene0100_00,What is the distance between the sink (object 2) and the toilet (object 7)?,2,7,2.0,7.0,True,medium,sink,toilet,ok,gpt-4.1
scene0100_00,What is the distance between the door (object 16) and the window (object 23)?,16,23,16.0,23.0,True,medium,door,window,ok,gpt-4.1
scene0100_00,What is the distance between the sink (object 2) and the bathtub (object 9)?,2,9,2.0,9.0,True,medium,sink,bathtub,ok,gpt-4.1
scene0114_00,What is the distance between the cabinet (object 8) and the desk (object 13)?,8,13,8.0,13.0,True,short,cabinet,desk,ok,gpt-4.1
scene0114_00,What is the distance between the chair (object 2) and the desk (object 14)?,2,14,2.0,14.0,True,short,chair,desk,ok,gpt-4.1
scene0114_00,What is the distance between the chair (object 5) and the monitor (object 17)?,5,17,5.0,17.0,True,short,chair,monitor,ok,gpt-4.1
scene0114_00,What is the distance between the chair (object 3) and the cabinet (object 10)?,3,10,3.0,10.0,True,short,chair,cabinet,ok,gpt-4.1
scene0114_00,What is the distance between the chair (object 5) and the cabinet (object 8)?,5,8,5.0,8.0,True,short,chair,cabinet,ok,gpt-4.1
scene0114_00,What is the distance between the chair (object 3) and the cabinet (object 20)?,3,20,3.0,20.0,True,medium,chair,cabinet,ok,gpt-4.1
scene0114_00,What is the distance between the cabinet (object 8) and the monitor (object 19)?,8,19,8.0,19.0,True,medium,cabinet,monitor,ok,gpt-4.1
scene0114_00,What is the distance between the desk (object 14) and the window (object 24)?,14,24,14.0,24.0,True,medium,desk,window,ok,gpt-4.1
scene0114_00,What is the distance between the chair (object 4) and the cabinet (object 20)?,4,20,4.0,20.0,True,long,chair,cabinet,ok,gpt-4.1
scene0114_00,What is the distance between the chair (object 3) and the cabinet (object 8)?,3,8,3.0,8.0,True,long,chair,cabinet,ok,gpt-4.1
scene0139_00,What is the distance between the door (object 17) and the sink (object 24)?,17,24,17.0,24.0,True,short,door,sink,ok,gpt-4.1
scene0139_00,What is the distance between the cabinet (object 11) and the door (object 17)?,11,17,11.0,17.0,True,medium,cabinet,door,ok,gpt-4.1
scene0139_00,What is the distance between the cabinet (object 11) and the sink (object 24)?,11,24,11.0,24.0,True,medium,cabinet,sink,ok,gpt-4.1
scene0139_00,What is the distance between the sink (object 24) and the table (object 25)?,24,25,24.0,25.0,True,medium,sink,table,ok,gpt-4.1
scene0153_00,What is the distance between the sink (object 1) and the toilet (object 7)?,1,7,1.0,7.0,True,short,sink,toilet,ok,gpt-4.1
scene0153_00,What is the distance between the sink (object 1) and the cabinet (object 12)?,1,12,1.0,12.0,True,short,sink,cabinet,ok,gpt-4.1
scene0153_00,What is the distance between the toilet (object 7) and the cabinet (object 12)?,7,12,7.0,12.0,True,short,toilet,cabinet,ok,gpt-4.1
scene0153_00,What is the distance between the toilet (object 7) and the bathtub (object 26)?,7,26,7.0,26.0,True,short,toilet,bathtub,ok,gpt-4.1
scene0153_00,What is the distance between the cabinet (object 12) and the bathtub (object 26)?,12,26,12.0,26.0,True,medium,cabinet,bathtub,ok,gpt-4.1
scene0153_00,What is the distance between the sink (object 1) and the door (object 6)?,1,6,1.0,6.0,True,medium,sink,door,ok,gpt-4.1
scene0153_00,What is the distance between the door (object 6) and the bathtub (object 26)?,6,26,6.0,26.0,True,medium,door,bathtub,ok,gpt-4.1
scene0164_00,What is the distance between the counter (object 0) and the refrigerator (object 16)?,0,16,,,False,short,counter,refrigerator,parse_error,gpt-4.1
scene0164_00,What is the distance between the door (object 8) and the refrigerator (object 16)?,8,16,8.0,16.0,True,medium,door,refrigerator,ok,gpt-4.1
scene0164_00,What is the distance between the counter (object 0) and the door (object 8)?,0,8,,,False,long,counter,door,parse_error,gpt-4.1
scene0181_00,What is the distance between the sink (object 25) and the window (object 31)?,25,31,25.0,31.0,True,short,sink,window,ok,gpt-4.1
scene0181_00,What is the distance between the chair (object 1) and the chair (object 4)?,1,4,1.0,4.0,True,short,chair,chair,ok,gpt-4.1
scene0181_00,What is the distance between the chair (object 3) and the table (object 23)?,3,23,3.0,23.0,True,short,chair,table,ok,gpt-4.1
scene0181_00,What is the distance between the refrigerator (object 19) and the window (object 31)?,19,31,19.0,31.0,True,short,refrigerator,window,ok,gpt-4.1
scene0181_00,What is the distance between the chair (object 1) and the table (object 23)?,1,23,1.0,23.0,True,short,chair,table,ok,gpt-4.1
scene0181_00,What is the distance between the door (object 22) and the window (object 42)?,22,42,22.0,42.0,True,medium,door,window,ok,gpt-4.1
scene0181_00,What is the distance between the chair (object 3) and the window (object 31)?,3,31,3.0,31.0,True,medium,chair,window,ok,gpt-4.1
scene0181_00,What is the distance between the chair (object 1) and the sink (object 25)?,1,25,1.0,25.0,True,medium,chair,sink,ok,gpt-4.1
scene0181_00,What is the distance between the chair (object 4) and the window (object 31)?,4,31,4.0,31.0,True,long,chair,window,ok,gpt-4.1
scene0181_00,What is the distance between the sink (object 25) and the window (object 42)?,25,42,25.0,42.0,True,long,sink,window,ok,gpt-4.1
scene0207_00,What is the distance between the door (object 5) and the sink (object 57)?,5,57,5.0,57.0,True,short,door,sink,ok,gpt-4.1
scene0207_00,What is the distance between the nightstand (object 0) and the bed (object 7)?,0,7,,,False,short,nightstand,bed,parse_error,gpt-4.1
scene0207_00,What is the distance between the chair (object 11) and the desk (object 14)?,11,14,11.0,14.0,True,short,chair,desk,ok,gpt-4.1
scene0207_00,What is the distance between the bed (object 7) and the desk (object 14)?,7,14,7.0,14.0,True,short,bed,desk,ok,gpt-4.1
scene0207_00,What is the distance between the refrigerator (object 6) and the door (object 50)?,6,50,6.0,50.0,True,short,refrigerator,door,ok,gpt-4.1
scene0207_00,What is the distance between the toilet (object 18) and the table (object 53)?,18,53,18.0,53.0,True,medium,toilet,table,ok,gpt-4.1
scene0207_00,What is the distance between the door (object 5) and the refrigerator (object 6)?,5,6,5.0,6.0,True,medium,door,refrigerator,ok,gpt-4.1
scene0207_00,What is the distance between the door (object 20) and the sink (object 57)?,20,57,20.0,57.0,True,medium,door,sink,ok,gpt-4.1
scene0207_00,What is the distance between the door (object 5) and the window (object 13)?,5,13,5.0,13.0,True,long,door,window,ok,gpt-4.1
scene0207_00,What is the distance between the nightstand (object 0) and the refrigerator (object 6)?,0,6,,,False,long,nightstand,refrigerator,parse_error,gpt-4.1
scene0222_00,What is the distance between the nightstand (object 18) and the pillow (object 20)?,18,20,18.0,20.0,True,short,nightstand,pillow,ok,gpt-4.1
scene0222_00,What is the distance between the window (object 28) and the window (object 29)?,28,29,28.0,29.0,True,short,window,window,ok,gpt-4.1
scene0222_00,What is the distance between the bed (object 5) and the window (object 28)?,5,28,5.0,28.0,True,short,bed,window,ok,gpt-4.1
scene0222_00,What is the distance between the bed (object 0) and the nightstand (object 18)?,0,18,,,False,short,bed,nightstand,parse_error,gpt-4.1
scene0222_00,What is the distance between the chair (object 6) and the desk (object 14)?,6,14,6.0,14.0,True,short,chair,desk,ok,gpt-4.1
scene0222_00,What is the distance between the desk (object 13) and the pillow (object 19)?,13,19,13.0,19.0,True,medium,desk,pillow,ok,gpt-4.1
scene0222_00,What is the distance between the bed (object 0) and the desk (object 14)?,0,14,,,False,medium,bed,desk,parse_error,gpt-4.1
scene0222_00,What is the distance between the desk (object 14) and the window (object 28)?,14,28,14.0,28.0,True,medium,desk,window,ok,gpt-4.1
scene0222_00,What is the distance between the bed (object 5) and the nightstand (object 18)?,5,18,5.0,18.0,True,long,bed,nightstand,ok,gpt-4.1
scene0222_00,What is the distance between the bed (object 5) and the pillow (object 20)?,5,20,5.0,20.0,True,long,bed,pillow,ok,gpt-4.1
